DBN,BN,School Name,School Type,Borough,Enrollment,State & Local Funding (M),Federal Funding (M),Total Funding (M),Total Funding per Pupil (K),Economic Need Index (%),Graduation Rate (%),College Readiness Index (%),College & Career Preparatory Course Index (%),Avg Regents Score - English (%),Avg Regents Score - Algebra I (%),Postsecondary Enrollment - 6 Months (%),Postsecondary Enrollment - 18 Months (%),Asian (%),Black (%),Hispanic (%),White (%),Unrepresented Race (%),Students Graduated,College Readiness Index,College & Career Preparatory Course Index,Postsecondary Enrollment - 6 Months,Postsecondary Enrollment - 18 Months,Economic Need Index,White,Hispanic,Black,Asian,Unrepresented Race,Years of principal experience,Avg Grade 8 English Proficiency,Avg Grade 8 Math Proficiency,Teacher Attendance (%),Student Attendance (%),Students with 90%+ Attendance (%),English Language Learners (%),Students with Disabilities (%),Temp Housing (%),HRA Eligible (%),Teachers w/ 3+ years of experience (%),Students Chronically Absent (%),Graduation,School Year,Location Name,Address,Postcode,Latitude,Longitude,NTA
18K629,K629,Cultural Academy for the Arts and Sciences,High School,Brooklyn,282,4.908,0.398,5.306,23.361,0.743,0.713,0.338,0.375,68.6,60.1,0.527,0.533,0.014,0.84,0.096,0.025,0.025,80,80,80,91,90,210,7,27,237,4,7,2.9,2.533,2.305,0.961,0.853,0.58,0.117,0.22,0.11,0.638,0.727,0.42,Low Graduation,2015-16,Cultural Academy for the Arts and Sciences,5800 TILDEN AVENUE,11203,40.648657,-73.92217099999999,Rugby-Remsen Village                                                       
18K633,K633,High School for Medical Professions,High School,Brooklyn,460,5.493,0.632,6.125,21.504,0.705,0.885,0.522,0.243,69.8,63.7,0.679,0.859,0.03,0.789,0.13,0.037,0.014,113,113,113,112,99,324,17,60,363,14,6,5.9,2.879,2.653,0.96,0.894,0.649,0.043,0.152,0.089,0.598,0.75,0.351,Medium Graduation,2015-16,High School for Medical Professions,1600 ROCKAWAY PARKWAY,11236,40.641474,-73.89825400000001,Canarsie                                                                   
18K637,K637,Academy for Conservation and the Environment,High School,Brooklyn,300,4.274,0.284,4.558,22.836,0.77,0.872,0.442,0.68,73.0,63.3,0.56,0.708,0.06,0.753,0.097,0.063,0.027,86,86,86,75,72,231,19,29,226,18,8,7.9,2.649,2.395,0.982,0.858,0.587,0.133,0.177,0.16,0.673,0.478,0.413,Medium Graduation,2015-16,Academy for Conservation and the Environment,6565 FLATLANDS AVENUE,11236,40.633285,-73.916735,Canarsie                                                                   
18K642,K642,Urban Action Academy,High School,Brooklyn,264,4.184,0.265,4.449,25.059,0.797,0.654,0.309,0.148,65.4,55.3,0.363,0.591,0.027,0.765,0.117,0.091,0.0,81,81,81,80,88,210,24,31,202,7,0,1.0,2.461,2.268,0.927,0.786,0.388,0.231,0.159,0.11,0.682,0.882,0.612,Low Graduation,2015-16,Urban Action Academy,1600 ROCKAWAY PARKWAY,11236,40.641474,-73.89825400000001,Canarsie                                                                   
19K404,K404,Academy for Young Writers,High School,Brooklyn,336,8.176,0.613,8.789,23.774,0.794,0.917,0.597,0.299,71.0,62.5,0.742,0.889,0.006,0.705,0.265,0.015,0.009,72,72,72,66,117,267,5,89,237,2,3,2.9,2.889,2.391,0.951,0.873,0.551,0.039,0.196,0.11,0.693,0.771,0.449,Medium Graduation,2015-16,Academy for Young Writers,1065 ELTON STREET,11208,40.657459,-73.874756,East New York                                                              
19K409,K409,East New York Family Academy,High School,Brooklyn,289,7.622,0.478,8.1,22.842,0.796,0.95,0.55,0.858,75.7,66.5,0.439,0.81,0.042,0.623,0.304,0.007,0.024,60,60,60,57,63,230,2,88,180,12,7,5.7,2.781,2.656,0.96,0.883,0.591,0.031,0.228,0.114,0.709,0.872,0.409,High Graduation,2015-16,East New York Family Academy,2057 LINDEN BOULEVARD,11207,40.661072,-73.886942,East New York                                                              
19K422,K422,Spring Creek Community School,High School,Brooklyn,303,7.729,0.744,8.473,21.996,0.768,0.969,0.484,0.328,74.2,62.7,0.65,0.698,0.01,0.716,0.231,0.01,0.033,64,64,64,1,151,233,3,70,217,3,10,7.1,2.69,2.451,0.962,0.879,0.623,0.033,0.224,0.099,0.653,0.66,0.377,High Graduation,2015-16,Spring Creek Community School,1065 ELTON STREET,11208,40.657459,-73.874756,East New York                                                              
19K502,K502,FDNY - Captain Vernon A. Richard High School for F,High School,Brooklyn,277,4.712,0.418,5.13,24.006,0.846,0.815,0.37,0.093,57.9,60.2,0.315,0.536,0.014,0.697,0.264,0.007,0.018,54,54,54,92,56,234,2,73,193,4,5,11.9,2.455,2.203,0.965,0.743,0.416,0.04,0.274,0.199,0.762,0.8,0.584,Medium Graduation,2015-16,FDNY High School for Fire and Life Safety,400 PENNSYLVANIA AVENUE,11207,40.667456,-73.894747,East New York (Pennsylvania Ave)                                           
19K504,K504,High School for Civil Rights,High School,Brooklyn,239,3.933,0.304,4.237,27.242,0.867,0.629,0.188,0.087,57.2,58.5,0.266,0.376,0.021,0.682,0.268,0.017,0.012,70,69,69,94,85,207,4,64,163,5,3,0.1,2.345,2.198,0.965,0.786,0.412,0.117,0.268,0.238,0.736,0.923,0.588,Low Graduation,2015-16,High School for Civil Rights,400 PENNSYLVANIA AVENUE,11207,40.667456,-73.894747,East New York (Pennsylvania Ave)                                           
19K507,K507,Performing Arts and Technology High School,High School,Brooklyn,409,5.961,0.415,6.376,22.038,0.863,0.925,0.462,0.312,55.1,59.7,0.516,0.408,0.017,0.599,0.364,0.01,0.01,93,93,93,91,98,353,4,149,245,7,4,6.1,2.617,2.345,0.959,0.872,0.698,0.181,0.23,0.166,0.736,0.741,0.302,Medium Graduation,2015-16,Performing Arts and Technology High School,400 PENNSYLVANIA AVENUE,11207,40.667456,-73.894747,East New York (Pennsylvania Ave)                                           
19K510,K510,World Academy for Total Community Health High Scho,High School,Brooklyn,250,4.174,0.334,4.508,23.88,0.883,0.736,0.403,0.285,62.3,62.9,0.491,0.439,0.04,0.704,0.216,0.02,0.02,72,72,72,57,66,221,5,54,176,10,5,5.8,2.541,2.272,0.977,0.766,0.379,0.152,0.212,0.304,0.788,0.789,0.621,Low Graduation,2015-16,World Academy for Total Community Health High Scho,400 PENNSYLVANIA AVENUE,11207,40.667456,-73.894747,East New York (Pennsylvania Ave)                                           
19K583,K583,Multicultural High School,High School,Brooklyn,267,4.706,0.238,4.944,25.055,0.99,0.81,0.254,0.722,49.7,58.7,0.651,0.509,0.0,0.019,0.981,0.0,0.0,63,63,63,63,53,264,0,262,5,0,0,7.9,1.842,1.954,0.966,0.898,0.705,0.876,0.015,0.112,0.734,0.5,0.295,Medium Graduation,2015-16,Multicultural High School,999 JAMAICA AVENUE,11208,40.691146,-73.868328,park-cemetery-etc-Brooklyn                                                 
19K615,K615,Transit Tech Career and Technical Education High S,High School,Brooklyn,676,11.336,1.11,12.446,26.683,0.789,0.706,0.418,0.541,75.7,60.6,0.343,0.474,0.049,0.595,0.296,0.024,0.036,170,170,170,201,213,533,16,200,402,33,24,5.9,2.579,2.372,0.962,0.804,0.55,0.062,0.253,0.132,0.683,0.902,0.45,Low Graduation,2015-16,Transit Tech Career and Technical Education High S,1 WELLS STREET,11208,40.678276000000004,-73.87595999999999,East New York                                                              
19K618,K618,Academy of Innovative Technology,High School,Brooklyn,422,6.509,0.435,6.944,23.406,0.771,0.945,0.582,0.341,74.7,65.7,0.649,0.534,0.062,0.391,0.486,0.026,0.035,91,91,91,97,88,325,11,205,165,26,15,1.9,2.712,2.547,0.963,0.886,0.636,0.116,0.206,0.095,0.675,0.743,0.364,Medium Graduation,2015-16,Academy of Innovative Technology,999 JAMAICA AVENUE,11208,40.691146,-73.868328,park-cemetery-etc-Brooklyn                                                 
19K639,K639,Brooklyn Lab School,High School,Brooklyn,430,6.294,0.73,7.025,24.458,0.881,0.707,0.253,0.26,56.2,59.4,0.449,0.494,0.116,0.233,0.574,0.053,0.024,75,75,75,78,89,379,23,247,100,50,10,2.9,2.483,2.263,0.966,0.831,0.517,0.353,0.202,0.144,0.758,0.793,0.483,Low Graduation,2015-16,Brooklyn Lab School,999 JAMAICA AVENUE,11208,40.691146,-73.868328,park-cemetery-etc-Brooklyn                                                 
19K659,K659,Cypress Hills Collegiate Preparatory School,High School,Brooklyn,302,5.058,0.322,5.38,26.6,0.825,0.854,0.396,0.271,62.5,59.0,0.6,0.5,0.119,0.185,0.649,0.03,0.017,48,48,48,50,62,249,9,196,56,36,5,6.9,2.524,2.382,0.966,0.862,0.528,0.215,0.195,0.119,0.735,0.8,0.472,Medium Graduation,2015-16,Cypress Hills Collegiate Preparatory School,999 JAMAICA AVENUE,11208,40.691146,-73.868328,park-cemetery-etc-Brooklyn                                                 
19K660,K660,W. H. Maxwell Career and Technical Education High,High School,Brooklyn,376,8.181,0.905,9.085,32.933,0.886,0.833,0.324,0.681,59.3,60.3,0.455,0.404,0.024,0.646,0.29,0.021,0.019,102,102,102,110,136,333,8,109,243,9,7,10.9,2.459,2.208,0.956,0.767,0.417,0.088,0.33,0.184,0.822,0.939,0.583,Medium Graduation,2015-16,W. H. Maxwell Career and Technical Education High,145 PENNSYLVANIA AVENUE,11207,40.674135,-73.89643000000001,East New York (Pennsylvania Ave)                                           
19K683,K683,School for Classics High School,High School,Brooklyn,270,4.018,0.264,4.282,23.08,0.898,0.699,0.247,0.116,67.7,57.4,0.409,0.54,0.126,0.43,0.37,0.044,0.03,73,73,73,93,63,242,12,100,116,34,8,0.9,2.511,2.172,0.956,0.81,0.478,0.267,0.211,0.163,0.804,0.684,0.522,Low Graduation,2015-16,"The School for Classics: An Academy of Thinkers, W",370 FOUNTAIN AVENUE,11208,40.670724,-73.874208,East New York                                                              
19K764,K764,The Urban Assembly School for Collaborative Health,High School,Brooklyn,338,5.034,0.284,5.318,23.138,0.806,0.849,0.534,0.349,67.1,62.7,0.552,0.698,0.133,0.337,0.441,0.036,0.053,73,73,73,87,3,272,12,149,114,45,18,3.1,2.786,2.467,0.962,0.86,0.569,0.186,0.109,0.121,0.692,0.5,0.431,Medium Graduation,2015-16,The Urban Assembly School for Collaborative Health,999 JAMAICA AVENUE,11208,40.691146,-73.868328,park-cemetery-etc-Brooklyn                                                 
20K445,K445,New Utrecht High School,High School,Brooklyn,3427,41.936,3.082,45.018,19.547,0.781,0.778,0.63,0.536,73.5,72.5,0.66,0.721,0.407,0.029,0.302,0.254,0.008,872,872,872,896,857,2676,870,1035,99,1395,27,11.7,2.868,3.027,0.968,0.875,0.699,0.198,0.16,0.085,0.652,0.829,0.301,Low Graduation,2015-16,New Utrecht High School,1601 80 STREET,11214,40.613262,-74.003404,Bensonhurst West                                                           
20K485,K485,High School of Telecommunication Arts and Technolo,High School,Brooklyn,1235,18.929,1.096,20.025,22.404,0.748,0.908,0.768,0.855,77.9,68.0,0.82,0.79,0.208,0.06,0.499,0.2,0.033,293,293,293,316,309,924,247,616,74,257,41,5.5,3.016,3.104,0.966,0.943,0.843,0.085,0.182,0.04,0.657,0.644,0.157,Medium Graduation,2015-16,High School of  Telecommunication Arts and Technol,350 67 STREET,11220,40.637282,-74.023849,Bay Ridge                                                                  
20K490,K490,Fort Hamilton High School,High School,Brooklyn,4559,52.217,3.602,55.819,18.699,0.722,0.796,0.676,0.552,77.9,69.8,0.651,0.665,0.279,0.032,0.314,0.356,0.019,1111,1111,1111,1113,1094,3292,1623,1432,146,1272,87,6.8,3.094,3.137,0.964,0.907,0.753,0.15,0.148,0.069,0.6,0.815,0.247,Low Graduation,2015-16,Fort Hamilton High School,8301 SHORE ROAD,11209,40.627835,-74.04004599999999,Bay Ridge                                                                  
20K505,K505,Franklin Delano Roosevelt High School,High School,Brooklyn,3214,39.009,4.113,43.122,21.366,0.865,0.686,0.469,0.536,69.0,70.1,0.571,0.63,0.383,0.099,0.338,0.171,0.009,825,825,825,748,738,2780,550,1086,318,1231,29,4.1,2.786,2.818,0.958,0.854,0.645,0.333,0.143,0.131,0.721,0.822,0.355,Low Graduation,2015-16,Franklin Delano Roosevelt High School,5800 20 AVENUE,11204,40.620446,-73.98179499999999,Borough Park                                                               
20K609,K609,Urban Assembly School for Criminal Justice,High School,Brooklyn,327,7.288,0.522,7.81,20.746,0.866,0.97,0.761,0.731,75.7,66.7,0.81,0.824,0.52,0.141,0.159,0.165,0.015,67,67,67,84,85,283,54,52,46,170,5,1.9,3.055,2.944,0.967,0.902,0.68,0.135,0.153,0.064,0.804,0.652,0.32,High Graduation,2015-16,Urban Assembly School for Criminal Justice,4200 16 AVENUE,11204,40.634875,-73.981528,Borough Park                                                               
21K337,K337,International High School at Lafayette,High School,Brooklyn,347,4.654,0.339,4.993,24.011,0.96,0.633,0.267,0.467,56.7,62.5,0.438,0.57,0.334,0.037,0.378,0.245,0.006,90,90,90,80,100,333,85,131,13,116,2,7.9,1.873,2.401,0.965,0.875,0.686,0.888,0.026,0.331,0.643,0.92,0.314,Low Graduation,2015-16,International High School at Lafayette,2630 BENSON AVENUE,11214,40.594291,-73.98577,Gravesend                                                                  
21K344,K344,Rachel Carson High School for Coastal Studies,High School,Brooklyn,623,8.363,0.559,8.923,21.398,0.779,0.764,0.561,0.538,78.5,67.7,0.535,0.558,0.18,0.136,0.189,0.474,0.021,157,157,157,159,129,485,295,118,85,112,13,0.1,2.905,2.759,0.963,0.859,0.571,0.186,0.178,0.061,0.674,0.692,0.429,Low Graduation,2015-16,Rachel Carson High School for Coastal Studies,521 WEST AVENUE,11224,40.582533000000005,-73.97313199999999,West Brighton                                                              
21K348,K348,High School of Sports Management,High School,Brooklyn,241,3.821,0.192,4.013,25.083,0.817,0.7,0.38,0.18,65.6,58.0,0.618,0.536,0.058,0.51,0.295,0.116,0.021,50,50,50,34,56,197,28,71,123,14,5,1.5,2.563,2.429,0.975,0.741,0.389,0.124,0.228,0.108,0.685,0.688,0.611,Low Graduation,2015-16,High School of Sports Management,2630 BENSON AVENUE,11214,40.594291,-73.98577,Gravesend                                                                  
21K410,K410,Abraham Lincoln High School,High School,Brooklyn,1904,23.898,2.249,26.147,20.884,0.822,0.836,0.491,0.519,72.6,63.3,0.594,0.601,0.154,0.421,0.246,0.17,0.009,439,438,438,493,489,1565,324,468,802,293,17,14.9,2.802,2.611,0.97,0.868,0.636,0.176,0.166,0.096,0.71,0.823,0.364,Medium Graduation,2015-16,Abraham Lincoln High School,2800 OCEAN PARKWAY,11235,40.581681,-73.967308,West Brighton                                                              
21K468,K468,Kingsborough Early College School,High School,Brooklyn,379,7.779,0.543,8.323,19.74,0.575,0.965,0.941,0.976,83.9,72.6,0.773,0.925,0.071,0.235,0.288,0.385,0.021,85,85,85,88,80,218,146,109,89,27,8,4.1,3.324,3.121,0.961,0.928,0.761,0.0,0.172,0.016,0.451,0.897,0.239,High Graduation,2015-16,Kingsborough Early College School,2630 BENSON AVENUE,11214,40.594291,-73.98577,Gravesend                                                                  
21K525,K525,Edward R. Murrow High School,High School,Brooklyn,3693,45.203,3.259,48.462,19.89,0.653,0.838,0.695,0.641,79.1,70.6,0.697,0.754,0.249,0.218,0.193,0.3,0.04,885,885,885,941,909,2412,1108,713,805,920,148,7.3,3.086,3.161,0.964,0.912,0.776,0.089,0.184,0.095,0.524,0.904,0.224,Medium Graduation,2015-16,Edward R. Murrow High School,1600 AVENUE L,11230,40.620525,-73.959285,Midwood                                                                    
21K540,K540,John Dewey High School,High School,Brooklyn,2203,29.504,1.907,31.412,20.804,0.796,0.793,0.551,0.589,70.8,69.3,0.66,0.698,0.308,0.314,0.229,0.128,0.021,609,608,608,576,404,1754,282,504,692,679,46,4.1,2.875,2.945,0.967,0.919,0.805,0.177,0.129,0.09,0.692,0.69,0.195,Low Graduation,2015-16,John Dewey High School,50 AVENUE X,11223,40.589268,-73.981738,Gravesend                                                                  
21K559,K559,Life Academy High School for Film and Music,High School,Brooklyn,286,4.305,0.241,4.546,21.579,0.79,0.91,0.507,0.299,73.4,67.8,0.54,0.615,0.115,0.311,0.416,0.143,0.015,67,67,67,63,65,226,41,119,89,33,4,3.8,2.756,2.563,0.964,0.838,0.519,0.098,0.245,0.105,0.685,0.8,0.481,Medium Graduation,2015-16,Life Academy High School for Film and Music,2630 BENSON AVENUE,11214,40.594291,-73.98577,Gravesend                                                                  
21K572,K572,Expeditionary Learning School for Community Leader,High School,Brooklyn,378,5.355,0.307,5.662,22.446,0.771,0.878,0.732,0.939,73.7,66.49,0.803,0.754,0.156,0.177,0.36,0.265,0.042,82,82,82,71,69,291,100,136,67,59,16,2.9,2.926,2.869,0.973,0.816,0.497,0.156,0.201,0.101,0.651,0.885,0.503,Medium Graduation,2015-16,Expeditionary Learning School for Community Leader,2630 BENSON AVENUE,11214,40.594291,-73.98577,Gravesend                                                                  
21K620,K620,William E. Grady Career and Technical Education Hi,High School,Brooklyn,412,9.81,0.808,10.619,33.557,0.813,0.744,0.244,0.323,63.5,59.0,0.428,0.484,0.034,0.575,0.243,0.129,0.019,82,82,82,145,124,335,53,100,237,14,8,5.7,2.518,2.349,0.964,0.822,0.494,0.068,0.396,0.138,0.733,0.684,0.506,Low Graduation,2015-16,William E. Grady Career and Technical Education Hi,25 BRIGHTON  4TH ROAD,11235,40.582584999999995,-73.963477,Brighton Beach                                                             
21K690,K690,Brooklyn Studio Secondary School,High School,Brooklyn,591,12.243,0.772,13.014,20.836,0.696,0.792,0.532,0.474,76.8,72.0,0.648,0.796,0.218,0.041,0.277,0.443,0.021,173,173,173,162,157,411,262,164,24,129,12,8.7,2.976,2.924,0.954,0.873,0.573,0.13,0.195,0.046,0.597,0.839,0.427,Low Graduation,2015-16,Brooklyn Studio Secondary School,8310 21ST AVENUE,11214,40.604879,-73.994404,Bensonhurst West                                                           
22K405,K405,Midwood High School,High School,Brooklyn,4156,42.161,2.863,45.024,17.602,0.643,0.939,0.87,0.766,83.4,72.2,0.84,0.865,0.351,0.283,0.127,0.214,0.025,1000,1000,1000,849,931,2672,889,528,1176,1459,104,6.0,3.512,3.567,0.961,0.927,0.795,0.027,0.116,0.075,0.533,0.794,0.205,Medium Graduation,2015-16,Midwood High School,2839 BEDFORD AVENUE,11210,40.633237,-73.952929,Flatbush                                                                   
22K425,K425,James Madison High School,High School,Brooklyn,3797,43.43,2.869,46.3,18.613,0.648,0.818,0.676,0.575,76.1,69.5,0.784,0.819,0.203,0.152,0.17,0.467,0.008,874,874,874,819,756,2460,1773,645,577,771,30,5.9,3.114,3.091,0.965,0.935,0.864,0.137,0.155,0.067,0.539,0.777,0.136,Medium Graduation,2015-16,James Madison High School,3787 BEDFORD AVENUE,11229,40.609912,-73.948512,Madison                                                                    
22K535,K535,Leon M. Goldstein High School for the Sciences,High School,Brooklyn,1057,12.322,0.322,12.644,19.331,0.457,0.966,0.911,0.945,88.9,78.7,0.853,0.874,0.287,0.068,0.089,0.544,0.012,236,236,236,265,270,483,575,94,72,303,13,6.8,3.778,3.964,0.973,0.953,0.896,0.005,0.164,0.017,0.334,0.821,0.104,High Graduation,2015-16,Leon M. Goldstein High School for the Sciences,1830 SHORE BOULEVARD,11235,40.580894,-73.935952,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             
22K555,K555,Brooklyn College Academy,High School,Brooklyn,660,6.8,0.027,6.826,17.51,0.558,1.0,0.884,0.965,83.7,70.9,0.88,0.938,0.094,0.724,0.111,0.039,0.032,155,155,155,142,145,368,26,73,478,62,21,0.5,3.477,3.466,0.97,0.955,0.883,0.006,0.142,0.033,0.45,0.618,0.117,High Graduation,2015-16,Brooklyn College Academy,350 CONEY ISLAND AVENUE,11218,40.649404,-73.97173599999999,Windsor Terrace                                                            
22K611,K611,Origins High School,High School,Brooklyn,414,6.482,0.453,6.936,23.927,0.83,0.792,0.442,0.35,67.9,66.5,0.7,0.713,0.164,0.338,0.167,0.314,0.017,120,120,120,110,94,344,130,69,140,68,7,6.1,2.813,2.59,0.973,0.833,0.465,0.268,0.123,0.118,0.725,0.629,0.535,Low Graduation,2015-16,Origins High School,3000 AVENUE X,11235,40.594124,-73.937696,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             
23K493,K493,Brooklyn Collegiate: A College Board School,High School,Brooklyn,239,4.966,0.3,5.267,29.374,0.827,0.774,0.452,0.387,69.3,61.9,0.542,0.544,0.013,0.837,0.126,0.004,0.02,62,62,62,72,79,198,1,30,200,3,5,4.1,2.624,2.323,0.971,0.839,0.504,0.059,0.243,0.151,0.736,0.762,0.496,Low Graduation,2015-16,Brooklyn Collegiate: A College Board School,2021 BERGEN STREET,11233,40.674103,-73.913273,Ocean Hill                                                                 
23K514,K514,Frederick Douglass Academy VII High School,High School,Brooklyn,153,3.039,0.202,3.241,30.861,0.87,0.857,0.514,0.257,74.9,64.5,0.226,0.494,0.02,0.85,0.124,0.0,0.006,35,35,35,62,83,133,0,19,130,3,1,12.6,2.388,2.209,0.962,0.866,0.597,0.039,0.327,0.248,0.778,0.727,0.403,Medium Graduation,2015-16,Frederick Douglass Academy VII High School,226 BRISTOL STREET,11212,40.665878,-73.911705,Brownsville                                                                
